business_name,postal_code,town,state,country,website,email,owner_name,source_url,_source
Gasthaus Tannengarten,81373,München,,,,wirtshaus@tannengarten-sendling.de,,https://www.tannengarten-sendling.de/kontakt/,site
Piazza Castello,86444,Affing,,,,piazzacastelloaffing@gmail.com,lNjAxNzE3NGI2NTA5NzdkIn19OwovKiEgVGhpcyBmaWxlIGlzIGF1dG8tZ2VuZXJhdGVkICovCiFmdW5j,https://www.piazza-castello-affing.de/kontakt/,site
Zum Hofmark-Bräu,93455,Traitsching,,,,,der Kanzlei Siebert Lexow. Mit 20 Jahren Erfahrung im Internetrecht,https://www.e-recht24.de/impressum-generator.html,site
Coffee Fellows,80336,München,,,,,,https://www.coffee-fellows.com/kontakt,site
Zu den Drei Kronen,86609,Donauwörth,,,,rezeption@hotel3kronen.com,,https://hotel3kronen.com/impressum/,site
Restaurant Gefsis,82041,Oberhaching,,,,info@gefsis-oberhaching.de,,https://gefsis-oberhaching.de/imprint,site
Osteria Il Tenore,80331,München,,,,,ältiger inhaltlicher Kontrolle übernehmen wir keine Haftung für die Inhalte exter,https://osteriailtenore.de/impressum,site
Pizzeria da Sacco,83629,Weyarn,,,,,,http://www.pizzeriadasacco.eu/kontakt/,site
Romantik-Hotel Greifen-Post,91555,Feuchtwangen,,,,rezeption-feuchtwangen@wagners-hotel.de,"low"":""NONE""",https://www.wagners-greifen-post.de/,site
Trattoria da Santino,83043,Bad Aibling,,,,santino@da-santino.de,,http://da-santino.de/index.php/impressum-rechtliches,site
Försters Landgasthof,91555,Feuchtwangen,,,,,,https://p2m-1.forsaledomain.net/true1.php?id=lankq76xcugn3t24,site
Blockhütte,95100,Selb,,,,info@blockhuette-selb.de,alt erstellt. Für die Richtigkeit,https://blockhuette-selb.de/impressum/,site
Der Beck,96103,Hallstadt,,,,,"H93oYQ2ykU1"">",https://www.der-beck.de/Home/404Error?aspxerrorpath=/kontakt,site
Bäckerei Aulbach,97239,Aub,,,,info@franken-regio.de,,https://www.franken-regio.de/impressum,site
Danys Cupcakery,91522,Ansbach,,,,info@danys-cupcakery.de,"ullscreen"":null",https://www.danys-cupcakery.de/,site
Kreutzkamm,80333,München,,,,info@kreutzkamm.de,jZT0icHJlc2VydmUiPjxnPjxwb2x5Z29uIGZpbGw9IiNGRkZGRkYiIHN0cm9rZT0iI0Q5REFEOSIgc3Ry,https://kreutzkamm.de/,site
Cafe Lindenhof,91522,Ansbach,,,,,,https://www.hospital-ansbach.de/kontakt,site
Cardamocca,86150,Augsburg,,,,info@cardamocca.de,,https://cardamocca.de/impressum/,site
Pizzeria La Siesta,91555,Feuchtwangen,,,,la-siesta-feuchtwangen@web.de,ältiger inhaltlicher Kontrolle übernehmen wir keine Haftung für die Inhalte exter,https://www.pizzeria-la-siesta-feuchtwangen.de/impressum/,site
Chilli's,91522,Ansbach,,,,,iles) beinhalten etwa die Art des Webbrowsers,https://www.chillis-mexikanisch-essen.de/pages/unten/datenschutz.php,site
Zum Hirschen,93462,Lam,,,,info@hotel-zum-hirschen-lam.de,"Dg=="" data-src=""/files/hirschen/uploads/video/introvideo.mp4"" type=""video/mp4"" au",https://hotel-zum-hirschen-lam.de/,site
Hirschenwirt,85072,Eichstätt,,,,,"x/logo.svg"" alt="""" />",https://www.hirschenwirt.de/restaurant/impressum/,site
Pano,63739,Aschaffenburg,,,,freising@pano.coop,s in der Regel unzulässig. Jegliche Vervielfältigung oder Weiterverbreitung in je,https://www.pano.coop/,site
Koi,80333,München,,,,hello@koi-restaurant.de,,https://www.koi-restaurant.de/impressum/,site
Das Wirtshaus,63785,Obernburg am Main,,,,info@wirtshaus-obernburg.de,"it=""cover"" data-bgrepeat=""no-repeat"" class=""rev-slidebg"" data-no-retina>",https://wirtshaus-obernburg.de/,site
Gasthof Linden,91635,Windelsbach,,,,info@gasthof-linden.de,risch von Fischzucht Sindel geliefert,https://www.gasthof-linden.de/de/,site
Ristorante Barolo,83098,Brannenburg,,,,,NTGL');,https://www.barolobrannenburg.de/,site
Peperoncino,82467,Garmisch-Partenkirchen,,,,agentur@inked2design.de,der Seiten verantwortlich. Die verlinkten Seiten wurden zum Zeitpunkt der Verlink,https://www.peperoncino-pizzeria.de/impressum.html,site
Café Klara,93047,Regensburg,,,,,,https://www.regensburg.de/mehrgenerationenhaus/impressum,site
Pizzeria da Michele,87480,Weitnau,,,,info@pizzeria-heimservice.de,von Drittanbietern zur Verfügung gestellt werden,https://www.pizzeria-heimservice.de/,site
"Landgasthof ""Zum Nußbaum""",91567,Herrieden,,,,info@gasthauszumnussbaum.de,s. Dies gilt insbesondere für Vervielfältigung,https://gasthauszumnussbaum.de/impressum/,site
Asia World,82467,Garmisch-Partenkirchen,,,,info@asia-world-garmisch.de,Mengyao Cheng,http://www.asia-world-garmisch.de/KontaktImpressum/,site
Happy Street Kitchen,97070,Würzburg,,,,,,http://www.happystreetkitchen.de/impressum/,site
Piccola Italia,83022,Rosenheim,,,,info@piccolaitalia-rosenheim.de,"fmhjg.cloudfront.net/banner/302_20230502101420_logo.webp"">",https://www.piccolaitalia-rosenheim.de,site
Gasthaus „zum Ochsen“,91598,Colmberg,,,,,s. Dies gilt insbesondere für Vervielfältigung,https://www.gasthaus-birkner.de/impressum,site
CôCô - Taste of Asia,90402,Nürnberg,,,,service@the-coco.de,Pham &amp; Nguyen GbR,http://startpage.the-coco.de/impressum/,site
Krone,88179,Oberreute,,,,info@krone-oberreute.de,,https://www.krone-oberreute.de/kontakt,site
DomagKasino - Quartiersladen,80807,München,,,,,alt zusammen,https://www.domagkpark.de/impressum.html,site
Ristorante Pizzeria Martini,86850,Fischach,,,,ristorante.martini@gmx.de,wLzEuMC9zVHlwZS9SZXNvdXJjZVJlZiMiIHhtcDpDcmVhdG9yVG9vbD0iQWRvYmUgUGhvdG9zaG9wIENT,https://ristorante-martini.eatbu.com/?lang=de,site
Homburger Bräuscheuere,97855,Triefenstein,,,,info@braeuscheuere.de,"low"":""NONE""",https://www.braeuscheuere.de/,site
Mix-it-Pizza,90513,Zirndorf,,,,sylvia.dimos@arcor.de,,http://www.mixit-pizza-zirndorf.de/kontakt/,site
Rocca Riviera,80333,München,,,,hello@roccariviera.com,,https://www.roccariviera.com/impressum/,site
Wolzenkeller,97855,Triefenstein,,,,,,http://www.wolzenkeller.de/kontakt/impressum,site
MAK Afrika,86150,Augsburg,,,,info@mak-coffee.com,"mcmlrYSBnb29nbGWSAQ9jb2ZmZWVfcm9hc3RlcnM"" target=""_blank"">",https://mak-afrika.com,site
Zum Augustiner Rosenheim,83022,Rosenheim,,,,servus@zum-augustiner.de,VARoABQAAPwEnNxcHt2JiHoCAOGJiHoCAAAEAAAABAADh0Y3XXw889QALAgAAAAAA2TijFwAAAADZOKMX,https://www.zum-augustiner.de,site
Asia Wok & Sushi Biergarten,90427,Nürnberg,,,,,,https://asiawokgarten.lieferbuddy.de/de/kontakt/impressum,site
Zum güldenen Rößlein,97855,Triefenstein,,,,,,https://www.gasthaus-tritschler.de/impressum,site
Beccofino,80331,München,,,,,alt erstellt. Für die Richtigkeit,https://www.ristorante-beccofino.de/impressum/,site
Café egg,90429,Nürnberg,,,,,AST.,http://cafe-egg.de/kontakt,site
raddadui 56,91522,Ansbach,,,,raddadui56@die-gfi.de,i in Ansbach. Gut-bürgerlich,https://www.raddadui56.de/,site
Bäckerei Heimann,96237,Ebersdorf b.Coburg,,,,info@example.com,VrJJLedA.woff) format('woff'),https://placejuice.com/bckerei-heimann-ebersdorf-t-uce8,site
L'angolo dei sapori,91126,Schwabach,,,,d.ambra@gmx.de,wLzEuMC9zVHlwZS9SZXNvdXJjZVJlZiMiIHhtcDpDcmVhdG9yVG9vbD0iQWRvYmUgUGhvdG9zaG9wIENT,https://langolo-dei-sapori.eatbu.com/?lang=de,site
Helena,86391,Stadtbergen,,,,info@helena-restaurant.de,wLzEuMC9zVHlwZS9SZXNvdXJjZVJlZiMiIHhtcDpDcmVhdG9yVG9vbD0iQWRvYmUgUGhvdG9zaG9wIENT,https://helena-restaurant-stadtbergen.eatbu.com/?lang=de,site
B'ACE,91126,Schwabach,,,,pshko0203@mail.de,wLzEuMC9zVHlwZS9SZXNvdXJjZVJlZiMiIHhtcDpDcmVhdG9yVG9vbD0iQWRvYmUgUGhvdG9zaG9wIENT,https://bace-schwabach.eatbu.com/?lang=de,site
Pizzaria La Tombola,82362,Weilheim in Oberbayern,,,,latombola@t-online.de,"Wmyx.css"">",https://sellwerk.de/firmenprofil/latombola-pizzeria-trattoria-weilheim,site
minibar,81543,München,,,,info@minibarmuenchen.de,"ullscreen"":null",https://www.minibar-muenchen.de/,site
Gasthaus Kampenwand,83233,Bernau am Chiemsee,,,,info@gasthaus-kampenwand.de,der Seiten verantwortlich. Die verlinkten Seiten wurden zum Zeitpunkt der Verlink,https://www.gasthof-kampenwand.de/impressum/,site
Schweizerhof,95326,Kulmbach,,,,info@der-schweizerhof.de,Familie Zettner,https://www.der-schweizerhof.de/,site
Brauereigastwirtschaft Först,91330,Eggolsheim,,,,info@brauerei-foerst.de,"ord\u00edt\u00e1sa""",https://brauerei-foerst.de/,site
Sapori Originali,81369,München,,,,,,https://www.stemmerhof.de/kontakt.html,site
Dubrovnik,91522,Ansbach,,,,,,https://p2m-1.forsaledomain.net/true1.php?id=balca6to2b3xe34k,site
Grazia,81669,München,,,,info@grazia-muc.de,"s"" data-pager-autoplay-timeout=""6"" >",https://grazia-muc.de/,site
Clematis Restaurant,86447,Aindling,,,,mail@clematis-restaurant.de,s. Dies gilt insbesondere für Vervielfältigung,https://clematis-restaurant.de/homepage/impressum/,site
Drei Tannen,85368,Moosburg a.d. Isar,,,,info@funky54.de,onts/mrs-saint-delafield/v6-IGZDIOVXH9xtmTZfRagunqBw5WC62QKknLw.woff2');,https://www.gasthof-dreitannen.de/,site
Mahun,81667,München,,,,levinsky38@gmail.com,"low"":""NONE""",https://www.mahun-restaurant.de,site
Heimatgenuss im Bruckmüller,92224,Amberg,,,,info@heimatgenuss.amberg.de,"tohetphbbj0="" crossorigin=""anonymous"">",http://heimatgenuss-amberg.de/impressum,site
Höflinger,80333,München,,,,,Mp+YOsKDxytrx/an9jWoUIFeFWlz1ZuDfTSglHPkF9kzMZ24NKUCkYiraOLVGMuLKl1eJWk4FcaCyoMUO,https://hm-gmbh.de/impressum,site
Classic Café,80809,München,,,,berlin@feinkost-kaefer.de,g .pf-25_{width:100%;object-fit:cover;object-position:center center;aspect-ratio:,https://www.feinkost-kaefer.de/pages/bmwgroupclassic,site
Weinklang,90419,Nürnberg,,,,mail@furmedia.de,jZT0icHJlc2VydmUiPgogICAgICA8cGF0aCBkPSJNMjIsNC40bC0yLjctMi4zQzE5LjIsMiwxOS4xLDIs,https://www.weinklang.co,site
Das Schwarze Schaf,96049,Bamberg,,,,dasschwarzeschafbamberg@gmail.com,der Website verwendet (First-Party-Cookie),https://www.dasschwarzeschafbamberg.de/,site
Café Mélion,85598,Vaterstetten,,,,info@melion-baldham.de,,https://melion-baldham.de/kontakt/,site
Stadt Cafe Enslein,92714,Pleystein,,,,baeckerei-enslein@t-online.de,,https://baeckerei-cafe-enslein.de.tl/Impressum.htm,site
Zoiglstube Wolfadl,95685,Falkenberg,,,,wolfadl@web.de,dieser Domain sowie verantwortlich für ihren Inhalt:,http://www.wolfadl-zoigl.de/impressum.html,site
Schäfflerwirt,85609,Aschheim,,,,info@schafflerwirt.de,alt erstellt. Für die Richtigkeit,https://www.schafflerwirt.de/de/info-service/impressum.html,site
Gasthaus Dietrich,82237,Wörthsee,,,,,,https://www.gasthaus-dietrich.de/imprint,site
Restaurant Olympia,85088,Vohburg a.d.Donau,,,,datenschutz@tv-vohburg.de,Srcset=r.full_srcsets[i],https://tv-vohburg.de/impressum/,site
Vitus Lokal & Café,82393,Iffeldorf,,,,lokal@vitus-iffeldorf.de,der Seiten verantwortlich. Die verlinkten Seiten wurden zum Zeitpunkt der Verlink,https://vitus-iffeldorf.de/impressum-1-7.htm,site
Tölzer Binderbräu,83646,Bad Tölz,,,,reservierung@toelzer-binderbraeu.de,Vincent Weber,https://www.toelzer-binderbraeu.de/impressum/,site
Schloßschänke Kaibitz,95478,Kemnath,,,,example@example.com,preload-0' rel='preload' href='https://www.kaibitz.de/wp-content/uploads/omgf/us-,https://www.kaibitz.de/,site
Gasthaus zum Hirschen,91735,Muhr am See,,,,info@restaurant-altmuehlsee.de,css/JTUQjIg1_i6t8kCHKm45_QpRyS7m0dR9pA.woff2) format('woff2'),https://restaurant-altmuehlsee.de/,site
Kaffee-Rösterei Bogatz,91301,Forchheim,,,,,,https://www.kaffeeroesterei-bogatz.de/Impressum,site
Landgasthof Zum Hasen,63839,Kleinwallstadt,,,,info@mustermann.de,ältig ausgewählt. Überraschend. All das hier im beschaulichen Kleinwallstadt. Wer,https://zum-hasen.com/kulinarik/,site
Der süsse Löwer,63773,Goldbach,,,,info@der-suesse-loewer.de,uZGxlIGluIGEgc2luZ2xlIGBXZWJGb250LmxvYWRgCiAgICAgICAgT2JqZWN0LmtleXMobW9kdWxlcyku,https://der-suesse-loewer.de/,site
Arcobaleno,63897,Miltenberg,,,,angeloF64@web.de,,https://www.arcobaleno-miltenberg.de/kontakt/,site
Salt & Sugar,81539,München,,,,,,https://www.coffeebrandsmuenchen.de/,site
Bäckerei Grammetbauer,97215,Uffenheim,,,,info@grammetbauer.de,local-poppins-css' href='https://grammetbauer.de/wp-content/uploads/elementor/goo,https://grammetbauer.de/impressum/,site
Jasmin Asian Food,97421,Schweinfurt,,,,,lasche ist unsere Ikone für perfekten Trinkgenuss seit 1886.,https://www.jasmin-asian-food.de/,site
Brauereigasthof Sperber-Bräu,92237,Sulzbach-Rosenberg,,,,info@sperberbraeu.de,"ix"" />",https://www.sperber-braeu.de/,site
Bei Christian,84323,Massing,,,,info@bei-christian-massing.de,und Chefkoch hole ich mir Inspiration,https://bei-christian-massing.de/,site
Ristorante Valentino,93051,Regensburg,,,,info@restaurant-valentino.de,Bülent Bozkurt,https://restaurant-valentino.de/imprint/,site
Gasthaus Geißler,97456,Dittelbrunn,,,,geissler.hambach@googlemail.com,,https://www.gasthaus-geissler.de/impressum/,site
BaalBek,80333,München,,,,dpo-google@google.com,uZGxlIGluIGEgc2luZ2xlIGBXZWJGb250LmxvYWRgCiAgICAgICAgT2JqZWN0LmtleXMobW9kdWxlcyku,https://restaurant-baalbek.de/,site
Pils-Doktor,80802,München,,,,,,https://www.pils-doktor.de/impressum.html,site
Bauernhof-Café zur Geigersmühle,95233,Helmbrechts,,,,info@cafegeigersmuehle.de,,https://cafegeigersmuehle.de/impressum,site
Zur Burgschänke,91725,Ehingen,,,,zur-burgschaenke@gmx.de,"low"":""NONE""",https://www.zur-burgschaenke.com,site
Dorfstüberl,82487,Oberammergau,,,,oberammergau@dorfstueberl.de,der Seiten verantwortlich. Die verlinkten Seiten wurden zum Zeitpunkt der Verlink,https://dorfstueberl.de/impressum/,site
Heimgarten,81539,München,,,,info@restaurant-heimgarten.de,rame{position:absolute;width:101%;height:100%;top:50%;left:50%;transform:translat,https://www.restaurant-heimgarten.de/,site
Kitchen 2 Soul,80634,München,,,,benutzer@domain.com,"erninseln""",https://www.kitchen2soul.com,site
Jaded monkey,80331,München,,,,,alt erstellt. Für die Richtigkeit,http://jadedmonkey.de/impressum.html,site
Pizzeria Portofino,81549,München,,,,info@portofino-ristorante-pizzeria.de,rame{position:absolute;width:101%;height:100%;top:50%;left:50%;transform:translat,https://www.portofino-ristorante-pizzeria.de/,site
California Bean,80335,München,,,,hello@california-bean.de,"tohetphbbj0="" crossorigin=""anonymous"">",https://www.california-bean.de/de,site
Cochinchina,80801,München,,,,info@cochinchina.de,der Seiten verantwortlich. Die verlinkten,https://cochinchina.de/kontakt/,site
Carambolage,63911,Klingenberg a.Main,,,,info@carambolage.info,onts_local/gfonts_local.css?ver=6.8.2' type='text/css' media='all' /> -->,https://www.carambolage.info/kontakt/,site
Gasthaus zur Post,83139,Söchtenau,,,,info@post-soechtenau.de,"alt erstellt. Erfahren Sie mehr in unserem Impressum.""/>",https://www.post-soechtenau.de/?pagename=impressum,site
Vogtareuther Hof,83569,Vogtareuth,,,,info@vogtareuther-hof.de,"onts\/google-font""",https://vogtareuther-hof.de/,site
Alte Kaplanei,86633,Neuburg an der Donau,,,,info@altekaplanei.de,verantwortlich.,http://altekaplanei.de/impressum.html,site
Scherbenhaufen,95100,Selb,,,,kontakt@scherbenhaufen-selb.de,wLzEuMC9zVHlwZS9SZXNvdXJjZVJlZiMiIHhtcDpDcmVhdG9yVG9vbD0iQWRvYmUgUGhvdG9zaG9wIENT,https://scherbenhaufen.eatbu.com/?lang=de,site
Moarhof Roßholzen,83122,Samerberg,,,,willkommen@moarhof-samerberg.de,alt feiern & tagen.,https://www.moarhof-samerberg.de/,site
Miramare,86316,Friedberg,,,,salvatore.rizzo@arcor.de,wLzEuMC9zVHlwZS9SZXNvdXJjZVJlZiMiIHhtcDpDcmVhdG9yVG9vbD0iQWRvYmUgUGhvdG9zaG9wIENT,https://ristorante-miramare.metro.bar/?lang=de,site
Ratsch'n,83727,Schliersee,,,,info@ratschn-schliersee.de,rische Schliersee-Forelle,https://www.ratschen-schliersee.de,site
Gasthof Lachner,85247,Schwabhausen,,,,,Manfred Mair,https://www.gasthof-lachner.de/kontakt.html,site
The Old Shillelagh,90427,Nürnberg,,,,,alt zusammengestellt. Trotzdem können wir keine Gewähr für die Fehlerfreiheit und,http://www.theoldshillelagh.de/index.php/impressum,site
Gasthof Nöth,97762,Hammelburg,,,,spath@hotel-noeth.de,ZRzdETEpBam1nQ2l6ZEs2TkZzeVZSbU5jd0hEVndGN1NQZDdcL0UyQUcxVUVKSTV0UXdaM2hmTGEyTVpm,http://www.hotel-noeth.de/,site
Wörners Schloss,97357,Prichsenstadt,,,,info@woerners-schloss.de,Sandra,https://www.woerners-schloss.de/impressum,site
Kleibls Restaurant am Daniel,86720,Nördlingen,,,,info@kleibls-am-daniel.de,"low"":""NONE""",https://www.kleibls-am-daniel.de/,site
Langwieder See,81249,München,,,,info@langwiedersee.de,n,https://www.langwiedersee.de/,site
Bäckerei Spiegel,97270,Kist,,,,hallo@unserspiegel.de,,https://unserspiegel.de/impressum/,site
Palmyra,91054,Erlangen,,,,dpo-google@google.com,uZGxlIGluIGEgc2luZ2xlIGBXZWJGb250LmxvYWRgCiAgICAgICAgT2JqZWN0LmtleXMobW9kdWxlcyku,https://www.restaurant-palmyra-erlangen.de/,site
Der grüne Baum,87634,Obergünzburg,,,,info@yourdomain.com,,https://www.gruenerbaum-lolacher.de/impressum.html,site
Restaurant LE CIEL,83471,Berchtesgaden,,,,email@example.com,,https://www.kempinski.com/en/imprint,site
Sofa so good,81375,München,,,,info@sofa-sogood.de,,https://www.sofa-sogood.de/impressum.html,site
Pizzeria bei Domenico,91301,Forchheim,,,,,NTGL');,https://www.pizzeria-bei-domenico.de/,site
Rabensteins Burggasthaus,97348,Willanzheim,,,,,,https://p2m-1.forsaledomain.net/true1.php?id=bur2zhuxt0lc77az,site
Gasthaus Forster am See,84174,Eching,,,,info@forster-am-see.de,erninseln,https://www.forster-am-see.de/,site
KAKEHASHI,90419,Nürnberg,,,,info@kakehashi.kitchen,local-roboto-css' href='https://kakehashi.fish/wp-content/uploads/elementor/googl,https://kakehashi.fish/impressum/,site
Lychees,83022,Rosenheim,,,,Isen@mylychees.de,ältig gestaltetes Buffet verbindet das Beste der vietnamesischen und,https://www.mylychees.de,site
iMango,80335,München,,,,info@lieferando.de,"eeTitle"":""Plastikgebühr""",https://www.lieferando.de/speisekarte/imango-mnchen,site
Amigos,80335,München,,,,amigos.muenchen@gmail.com,"low"":""NONE""",https://www.amigos-muenchen.com/,site
Café Blá,81669,München,,,,hello@cafebla.de,Jacob Henry Foord,https://cafebla.de/policies/legal-notice,site
italique Restaurant Café,81373,München,,,,info@italique.de,,https://italique-restaurant.de/kontakt/,site
Antiklounge,86391,Stadtbergen,,,,info@antiklounge.de,Nail Acil,https://antiklounge.de/impressum/,site
Restaurant Parkclub,80638,München,,,,info@parkclubnymphenburg.de,Otto Miklos,http://parkclubnymphenburg.de/impressum/,site
Mythos Landshut,84028,Landshut,,,,info@mythos-landshut.de,local-bilbo-css' href='https://www.mythos-landshut.de/wp-content/uploads/elemento,https://www.mythos-landshut.de/,site
4eck,82467,Garmisch-Partenkirchen,,,,heretohelp@stripe.com,nen,https://4-eck.com/,site
Vajaina Lounge,86637,Wertingen,,,,mirjanamacek@web.de,wLzEuMC9zVHlwZS9SZXNvdXJjZVJlZiMiIHhtcDpDcmVhdG9yVG9vbD0iQWRvYmUgUGhvdG9zaG9wIENT,https://vajainalounge.eatbu.com/?lang=de,site
T2 Misu,86165,Augsburg,,,,lethuy21@icloud.com,wLzEuMC9zVHlwZS9SZXNvdXJjZVJlZiMiIHhtcDpDcmVhdG9yVG9vbD0iQWRvYmUgUGhvdG9zaG9wIENT,https://t2-misu.eatbu.com/?lang=de,site
Sultanahmet Köftecisi,80335,München,,,,info@sultanahmetkoftecisi.de,orm_wrapper{display:block!important}.ha-scroll-to-top-wrap.ha-scroll-to-top-hide{,https://sultanahmetkoftecisi.de/,site
Anh Ba Restaurant,85354,Freising,,,,Bayernanhbarestaurant@gmail.comTel,der Website verwendet (First-Party-Cookie),https://www.anhbarestaurant.de/impressum/,site
Bräustüberl,94501,Aldersbach,,,,info@aldersbacher.de,orm_wrapper{display:block!important}.ha-scroll-to-top-wrap.ha-scroll-to-top-hide{,https://www.aldersbacher.de,site
Wildkaffee Rösterei & Cafè,82467,Garmisch-Partenkirchen,,,,,jZU9uVXNlIiBncmFkaWVudFRyYW5zZm9ybT0ibWF0cml4KDk0Mi44MDQsNTg5LjIyNCwtNTczLjE1Myw5,https://wild-kaffee.com/,site
Klosterhof,94501,Aldersbach,,,,,,http://klosterhof-aldersbach.de/imprint,site
Pavillon Restaurant,97076,Würzburg,,,,,Harald Popp &amp; Fabian Mainberger,https://www.pavillon-wuerzburg.de/pavillon/kontakt/impressum/,site
Palmi,80539,München,,,,palmimuenchen@gmail.com,"low"":""NONE""",https://www.palmi-muenchen.com/,site
Pane & Acqua,85464,Finsing,,,,ristorantepaneeacqua@gmail.com,"low"":""NONE""",https://paneeacquafinsing.wixsite.com/ristorante-pizzeria,site
Haxnbauer,80331,München,,,,direkt@kuffler.de,Stephan Kuffler,https://www.kuffler.de/de/impressum.php,site
Reiterstübchen,63829,Krombach,,,,info@hof-hauenstein.de,,https://hof-hauenstein.de/impressum.html,site
Gasthaus Pirkl,94501,Aldersbach,,,,,iles des Servers gespeichert. Erfasst werden k&ouml;nnen die (1) verwendeten Brow,https://www.gasthaus-pirkl.de/pages/impressum.php,site
Die Renke,83254,Breitbrunn am Chiemsee,,,,info@dierenke.de,Heiko Helbig,https://www.dierenke.de/impressum/,site
Gleis 1,63916,Amorbach,,,,info@gleis1-amorbach.com,von Drittanbietern zur Verfügung gestellt werden,https://www.gleis1-amorbach.de/Impressum/,site
Mauerer,80336,München,,,,info@cafe-mauerer.de,"orm;gform||(document.addEventListener(""gform_main_scripts_loaded""",https://www.cafe-mauerer.de/schillerstrasse/,site
Pizzeria Trattoria Angelo,93059,Regensburg,,,,busogniab64@gmail.com,der Pizzeria Trattoria Angelo Ich bin seit mehr als 40 Jahren in der Gastronomie-,https://pizzaria-trattoria-angelo.metro.rest/?lang=de,site
Deli Star,80539,München,,,,info@delistar.de,der Seiten verantwortlich. Die verlinkten Seiten wurden zum Zeitpunkt der Verlink,https://delistar.de/impressum/,site
HAY26,96123,Litzendorf,,,,,"OrderFrm"");if(o&&o.contentWindow.focus()",https://www.hay26.de/kontakt,site
il. vino,91207,Lauf a.d. Pegnitz,,,,,,http://www.ilvino.wine/imprint,site
Gabelspiel,81539,München,,,,info@restaurant-gabelspiel.de,alt erstellt. Für die Richtigkeit,https://www.restaurant-gabelspiel.de/impressum/,site
Die Pumpe,90419,Nürnberg,,,,info@diepumpe.net,ältiger inhaltlicher Kontrolle übernehmen wir keine Hafung für die Inhalte extern,http://www.diepumpe.net/impressum.html,site
Asia Palast,97076,Würzburg,,,,,,http://www.restaurant-asiapalast.de/impressum/,site
Locanda Re Alarico,81543,München,,,,,s. Das unerlaubte Kopieren/Speichern der bereitgestellten Informationen auf diese,https://www.locanda-re-alarico.de/impressum.html,site
La Fontana,94419,Reisbach,,,,info@lafontana-reisbach.de,,https://www.lafontana-reisbach.de/impressum,site
Chidos Burritos,80637,München,,,,Info@chidos-burritos.de,"onts\/google-font""",https://chidos-burritos.de/,site
Mr. Ming,85599,Vaterstetten,,,,info@mrming.de,yc2VJbnQoIjIiKTsKCQkJCWlmICghc2Nyb2xsdmFsIHx8IHNjcm9sbHZhbCA8IDEpIHsKCQkJCQkJCQkJ,https://mrming.de/,site
The Keg,80802,München,,,,thekegbarmunich@gmail.com,"it=""cover"" data-bgrepeat=""no-repeat"" class=""rev-slidebg"" data-no-retina>",https://www.the-keg-bar-muenchen.de/,site
bene | Kaffee & Laden,87527,Sonthofen,,,,info@kaffee-bene.de,Sven Latzel,https://kaffee-bene.de/home-1/impressum/,site
Nuovo Mondo Da Rosario,80636,München,,,,,Rosario Guerrisi,https://www.ristorante-darosario.com/impressum,site
Backhaus Häussler,87700,Memmingen,,,,,,https://backhaus-haeussler.de/kontakt,site
Kaffeerösterei Röstfreunde,97236,Randersacker,,,,info@roestfreun.de,"IyCYQMABNMAAd1XfCkAAAAASUVORK5CYII="" alt="""" class=""et-waypoint et_pb_animation_to",https://roestfreun.de/,site
Restaurant Athen,80686,München,,,,info@restaurant-athen.de,ältige Auswahl unserer Zutaten beginnt schon bei unserem nativen,https://restaurant-athen.de/de/home/,site
Café Ifni,87629,Füssen,,,,info@cafe-ifni.de,Caroline Kast,https://www.cafe-ifni.de/impressumunddatenschutz/,site
Goliath am Dom,93047,Regensburg,,,,flags@2x.png,local-dmsans/dm-sans-italic-latin-ext.woff2?ver=1752592074') format('woff2');unic,https://www.hotel-goliath.de,site
Seeresidenz Alte Post,82402,Seeshaupt,,,,info@seeresidenz-alte-post.de,Phillip Jungblut,https://www.seeresidenz-alte-post.de/seniorenwohnen/impressum-seeresidenz.html,site
Katopazzo,80799,München,,,,info@katopazzo.de,iles,https://www.katopazzo.de/impressum,site
JaSuVi,81241,München,,,,,,https://jasuvi.de/kontakt/,site
Landhotel Seerose,90579,Langenzenn-Horbach,,,,info@hotel-seerose.de,"ix"" />",https://www.hotel-seerose.de/,site
iCalici,86825,Bad Wörishofen,,,,info@icalici.de,local-roboto-css' href='https://icalici.de/wp-content/uploads/elementor/google-fo,https://icalici.de,site
Hindukush,80336,München,,,,info@hindukush-restaurant.de,,http://www.hindukush-restaurant.de/kontakte/,site
Bürgerstuben am Rathaus,87778,Stetten,,,,rathaus@stetten-schwaben.de,n. Der Nachdruck,https://www.stetten-schwaben.de/impressum.html,site
Rossini's,86825,Bad Wörishofen,,,,,rame{position:absolute;width:101%;height:100%;top:50%;left:50%;transform:translat,https://www.rossinis-ristorante.de/impressum/,site
The Louis Grillroom,80331,München,,,,contact@louis-hotel.com,alt können sich Daten,https://www.louis-hotel.com/impressum/,site
Bräustüberl,94078,Freyung,,,,,der Seiten behalten sich ausdrücklich rechtliche Schritte im Falle der unverlangt,https://www.langbraeu.de/impressum-und-datenschutz/,site
Cafeteria Ingolstadt,85049,Ingolstadt,,,,info@werkswelt.de,"Mathias M. Meyer"" src=""https://www.werkswelt.de/data/uploads/impressum/mmm_portra",https://www.werkswelt.de/index.php?id=impressum,site
Hans im Glück,81669,München,,,,giesing@hansimglueck.de,"orm('form_slide_msg');"">Weiter",https://hansimglueck-burgergrill.de/burger-restaurant/muenchen-giesing/,site
